127.0.0.1 - - [18/Feb/2025:08:03:58 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:21:32 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/document?_dc=1739866891591&vslCallId=ASHL&searchType=BLNO&page=1&start=0&limit=25 HTTP/1.1" 200 35550
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:21:40 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/cargomanualctl/cargoManualCtlImportList?_dc=1739866900101&vslCallId=ASHL&blNo=&masterBL=&cgNo=&lorryNo=&userRefNo=&listType=BL&searchType=DISCHARGING&imtNo=&truckTpCd=E&page=1&start=0&limit=100 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:21:40 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/cargomanualctl/cargoManualCtlImportList?_dc=1739866900101&vslCallId=ASHL&blNo=&masterBL=&cgNo=&lorryNo=&userRefNo=&listType=BL&searchType=DISCHARGING&imtNo=&truckTpCd=E&page=1&start=0&limit=100 HTTP/1.1" 200 24335
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:21:42 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739866902598&lcd=MT&mcd=TSPTTP&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:21:42 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739866902655&lcd=MT&mcd=HTC&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:21:42 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739866902659&searchType=CRANE_EQ&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:21:42 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739866902662&lcd=MT&mcd=TSPTTP&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:21:42 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/cargodischarging/cargoDischargingList?_dc=1739866902666&vslCallId=ASHL&cgTpCd=BBK&shftDt=&shftId=&blNo=BLLV5&gateTxnNo=&sdoNo=&searchType=discharging&hhtFlags=1STLD&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:21:42 +0700] "GET /MOST_MMC_VMT_Web/direct/ws/connect-websocket/info?access_token=bpHv8OPIlCPXywl3nT-jGuUXGoj6Wfx9GLxlyKAL2OKVq3bNmTxgKqo88HOsKY2NHrTCcC-JRY8CWuFuHop0tQ&t=1739866902708 HTTP/1.1" 200 77
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:21:42 +0700] "GET /MOST_MMC_VMT_Web/direct/ws/connect-websocket/679/5mifaagm/websocket?access_token=bpHv8OPIlCPXywl3nT-jGuUXGoj6Wfx9GLxlyKAL2OKVq3bNmTxgKqo88HOsKY2NHrTCcC-JRY8CWuFuHop0tQ HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:21:42 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739866902598&lcd=MT&mcd=TSPTTP&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 17879
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:21:43 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739866902662&lcd=MT&mcd=TSPTTP&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 17879
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:21:43 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739866902659&searchType=CRANE_EQ&page=1&start=0&limit=25 HTTP/1.1" 200 70406
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:21:43 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739866902655&lcd=MT&mcd=HTC&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 38761
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:21:43 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/cargodischarging/cargoDischargingList?_dc=1739866902666&vslCallId=ASHL&cgTpCd=BBK&shftDt=&shftId=&blNo=BLLV5&gateTxnNo=&sdoNo=&searchType=discharging&hhtFlags=1STLD&page=1&start=0&limit=25 HTTP/1.1" 200 29830
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:22:41 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/auth/checkSession?_dc=1739866961815 HTTP/1.1" 202 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:22:41 +0700] "POST /MOST_MMC_VMT_Web/rest/auth/checkSession?_dc=1739866961815 HTTP/1.1" 200 1677
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:23:48 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/auth/token?_dc=1739867028827 HTTP/1.1" 202 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:23:49 +0700] "POST /MOST_MMC_VMT_Web/rest/auth/token?_dc=1739867028827 HTTP/1.1" 200 1982
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:23:49 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/menu/authbutton?_dc=1739867029246&userId=MOSTADMIN&menuId=ALL&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:23:49 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/menu/authbutton?_dc=1739867029246&userId=MOSTADMIN&menuId=ALL&page=1&start=0&limit=25 HTTP/1.1" 200 74597
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:23:49 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739867029583&searchType=BERTH_LOC&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:23:49 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/menu/hht?_dc=1739867029598&userId=MOSTADMIN&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:23:49 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739867029583&searchType=BERTH_LOC&page=1&start=0&limit=25 HTTP/1.1" 200 473758
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:23:49 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/menu/hht?_dc=1739867029598&userId=MOSTADMIN&page=1&start=0&limit=25 HTTP/1.1" 200 10270
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:23:49 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/popup/vesselcalllistpopup?_dc=1739867029990&vslCallId=ASHL&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:23:50 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/popup/vesselcalllistpopup?_dc=1739867029990&vslCallId=ASHL&page=1&start=0&limit=25 HTTP/1.1" 200 2613
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:23:55 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/document?_dc=1739867035363&vslCallId=ASHL&searchType=MBLNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:23:55 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/document?_dc=1739867035373&vslCallId=ASHL&searchType=BOOKINGNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:23:55 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/document?_dc=1739867035378&vslCallId=ASHL&searchType=SNNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:23:55 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/document?_dc=1739867035368&vslCallId=ASHL&searchType=BLNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:23:55 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/document?_dc=1739867035378&vslCallId=ASHL&searchType=SNNO&page=1&start=0&limit=25 HTTP/1.1" 200 3862
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:23:55 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/document?_dc=1739867035368&vslCallId=ASHL&searchType=BLNO&page=1&start=0&limit=25 HTTP/1.1" 200 35550
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:23:55 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/document?_dc=1739867035373&vslCallId=ASHL&searchType=BOOKINGNO&page=1&start=0&limit=25 HTTP/1.1" 200 3828
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:23:55 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/document?_dc=1739867035363&vslCallId=ASHL&searchType=MBLNO&page=1&start=0&limit=25 HTTP/1.1" 200 35247
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:24:12 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/cargomanualctl/cargoManualCtlImportList?_dc=1739867052380&vslCallId=ASHL&blNo=&masterBL=&cgNo=&lorryNo=&userRefNo=&listType=BL&searchType=DISCHARGING&imtNo=&truckTpCd=E&page=1&start=0&limit=100 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:24:12 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/cargomanualctl/cargoManualCtlImportList?_dc=1739867052380&vslCallId=ASHL&blNo=&masterBL=&cgNo=&lorryNo=&userRefNo=&listType=BL&searchType=DISCHARGING&imtNo=&truckTpCd=E&page=1&start=0&limit=100 HTTP/1.1" 200 24335
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:24:14 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739867054875&lcd=MT&mcd=TSPTTP&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:24:14 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739867054939&lcd=MT&mcd=HTC&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:24:14 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739867054944&searchType=CRANE_EQ&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:24:14 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739867054951&lcd=MT&mcd=TSPTTP&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:24:14 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/cargodischarging/cargoDischargingList?_dc=1739867054961&vslCallId=ASHL&cgTpCd=BBK&shftDt=&shftId=&blNo=BLLV5&gateTxnNo=&sdoNo=&searchType=discharging&hhtFlags=1STLD&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:24:15 +0700] "GET /MOST_MMC_VMT_Web/direct/ws/connect-websocket/info?access_token=0ZpWEOn5lVsBoXRC0_RB5mKPW8kochiAtltiF5YJYzLTbwBHLahffMtQWyHQoEV6pxop-EZOG6r-h7X4UbqC4Q&t=1739867055015 HTTP/1.1" 200 79
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:24:15 +0700] "GET /MOST_MMC_VMT_Web/direct/ws/connect-websocket/490/00jnswfi/websocket?access_token=0ZpWEOn5lVsBoXRC0_RB5mKPW8kochiAtltiF5YJYzLTbwBHLahffMtQWyHQoEV6pxop-EZOG6r-h7X4UbqC4Q HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:24:15 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739867054875&lcd=MT&mcd=TSPTTP&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 17879
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:24:16 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739867054939&lcd=MT&mcd=HTC&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 38761
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:24:16 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739867054944&searchType=CRANE_EQ&page=1&start=0&limit=25 HTTP/1.1" 200 70406
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:24:16 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739867054951&lcd=MT&mcd=TSPTTP&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 17879
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:24:16 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/cargodischarging/cargoDischargingList?_dc=1739867054961&vslCallId=ASHL&cgTpCd=BBK&shftDt=&shftId=&blNo=BLLV5&gateTxnNo=&sdoNo=&searchType=discharging&hhtFlags=1STLD&page=1&start=0&limit=25 HTTP/1.1" 200 29830
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:25:11 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/validationcode/list?_dc=1739867111743&tyCd=OPE_TMNLHOLD_VALIDATION&col1=ASHL&col2=BLLV5&col3=DS&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:25:11 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/validationcode/list?_dc=1739867111743&tyCd=OPE_TMNLHOLD_VALIDATION&col1=ASHL&col2=BLLV5&col3=DS&page=1&start=0&limit=25 HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:25:12 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/cargodischarging/cargoDischarging/MOST.model.foundation.parm.UpdateBizParm-1?_dc=1739867111996 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:25:12 +0700] "PUT /MOST_MMC_VMT_Web/rest/v1/cargodischarging/cargoDischarging/MOST.model.foundation.parm.UpdateBizParm-1?_dc=1739867111996 HTTP/1.1" 200 5657
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:25:12 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/cargomanualctl/cargoManualCtlImportList?_dc=1739867112768&vslCallId=ASHL&blNo=&masterBL=&cgNo=&lorryNo=&userRefNo=&listType=BL&searchType=DISCHARGING&imtNo=&truckTpCd=E&page=1&start=0&limit=100 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:25:12 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/cargomanualctl/cargoManualCtlImportList?_dc=1739867112768&vslCallId=ASHL&blNo=&masterBL=&cgNo=&lorryNo=&userRefNo=&listType=BL&searchType=DISCHARGING&imtNo=&truckTpCd=E&page=1&start=0&limit=100 HTTP/1.1" 200 24335
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:25:24 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739867124847&lcd=MT&mcd=TSPTTP&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:25:24 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739867124936&lcd=MT&mcd=HTC&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:25:24 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739867124945&searchType=CRANE_EQ&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:25:24 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739867124952&lcd=MT&mcd=TSPTTP&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:25:24 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/cargodischarging/cargoDischargingList?_dc=1739867124965&vslCallId=ASHL&cgTpCd=BBK&shftDt=&shftId=&blNo=BLLV5&gateTxnNo=&sdoNo=&searchType=discharging&hhtFlags=1STLD&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:25:25 +0700] "GET /MOST_MMC_VMT_Web/direct/ws/connect-websocket/info?access_token=0ZpWEOn5lVsBoXRC0_RB5mKPW8kochiAtltiF5YJYzLTbwBHLahffMtQWyHQoEV6pxop-EZOG6r-h7X4UbqC4Q&t=1739867125025 HTTP/1.1" 200 79
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:25:25 +0700] "GET /MOST_MMC_VMT_Web/direct/ws/connect-websocket/603/t044bvmh/websocket?access_token=0ZpWEOn5lVsBoXRC0_RB5mKPW8kochiAtltiF5YJYzLTbwBHLahffMtQWyHQoEV6pxop-EZOG6r-h7X4UbqC4Q HTTP/1.1" 101 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:25:25 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739867124847&lcd=MT&mcd=TSPTTP&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 17879
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:25:25 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739867124952&lcd=MT&mcd=TSPTTP&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 17879
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:25:25 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/cargodischarging/cargoDischargingList?_dc=1739867124965&vslCallId=ASHL&cgTpCd=BBK&shftDt=&shftId=&blNo=BLLV5&gateTxnNo=&sdoNo=&searchType=discharging&hhtFlags=1STLD&page=1&start=0&limit=25 HTTP/1.1" 200 29830
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:25:25 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739867124936&lcd=MT&mcd=HTC&scdUse=Y&page=1&start=0&limit=25 HTTP/1.1" 200 38761
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:25:25 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739867124945&searchType=CRANE_EQ&page=1&start=0&limit=25 HTTP/1.1" 200 70406
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:25:34 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/validationcode/list?_dc=1739867134360&tyCd=OPE_TMNLHOLD_VALIDATION&col1=ASHL&col2=BLLV5&col3=DS&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:25:34 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/validationcode/list?_dc=1739867134360&tyCd=OPE_TMNLHOLD_VALIDATION&col1=ASHL&col2=BLLV5&col3=DS&page=1&start=0&limit=25 HTTP/1.1" 200 502
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:25:34 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/cargodischarging/cargoDischarging/MOST.model.foundation.parm.UpdateBizParm-2?_dc=1739867134502 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:25:34 +0700] "PUT /MOST_MMC_VMT_Web/rest/v1/cargodischarging/cargoDischarging/MOST.model.foundation.parm.UpdateBizParm-2?_dc=1739867134502 HTTP/1.1" 200 5657
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:25:34 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/cargomanualctl/cargoManualCtlImportList?_dc=1739867134829&vslCallId=ASHL&blNo=&masterBL=&cgNo=&lorryNo=&userRefNo=&listType=BL&searchType=DISCHARGING&imtNo=&truckTpCd=E&page=1&start=0&limit=100 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:25:34 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/cargomanualctl/cargoManualCtlImportList?_dc=1739867134829&vslCallId=ASHL&blNo=&masterBL=&cgNo=&lorryNo=&userRefNo=&listType=BL&searchType=DISCHARGING&imtNo=&truckTpCd=E&page=1&start=0&limit=100 HTTP/1.1" 200 24335
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:29:47 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/auth/checkSession?_dc=1739867387315 HTTP/1.1" 202 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:29:47 +0700] "POST /MOST_MMC_VMT_Web/rest/auth/checkSession?_dc=1739867387315 HTTP/1.1" 200 1677
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:29:47 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/basic/profile?_dc=1739867387705&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:29:47 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/basic/profile?_dc=1739867387705&page=1&start=0&limit=25 HTTP/1.1" 200 1901
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:29:47 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/menu/authbutton?_dc=1739867387932&userId=MOSTADMIN&menuId=ALL&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:29:48 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/menu/authbutton?_dc=1739867387932&userId=MOSTADMIN&menuId=ALL&page=1&start=0&limit=25 HTTP/1.1" 200 74597
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:29:48 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739867388360&searchType=BERTH_LOC&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:29:48 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/menu/hht?_dc=1739867388364&userId=MOSTADMIN&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:29:48 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739867388360&searchType=BERTH_LOC&page=1&start=0&limit=25 HTTP/1.1" 200 473758
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:29:48 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/menu/hht?_dc=1739867388364&userId=MOSTADMIN&page=1&start=0&limit=25 HTTP/1.1" 200 10270
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:29:48 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/popup/vesselcalllistpopup?_dc=1739867388616&vslCallId=ASHL&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:29:48 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/popup/vesselcalllistpopup?_dc=1739867388616&vslCallId=ASHL&page=1&start=0&limit=25 HTTP/1.1" 200 2613
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:30:38 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739867438071&vslCallId=ASHL&searchType=BLNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:30:38 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739867438074&vslCallId=ASHL&searchType=BOOKINGNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:30:38 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739867438076&vslCallId=ASHL&searchType=SNNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:30:38 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739867438067&vslCallId=ASHL&searchType=MBLNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:30:38 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739867438067&vslCallId=ASHL&searchType=MBLNO&page=1&start=0&limit=25 HTTP/1.1" 200 35247
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:30:38 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739867438071&vslCallId=ASHL&searchType=BLNO&page=1&start=0&limit=25 HTTP/1.1" 200 35550
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:30:38 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739867438074&vslCallId=ASHL&searchType=BOOKINGNO&page=1&start=0&limit=25 HTTP/1.1" 200 3828
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:30:38 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/combobox/codemaster?_dc=1739867438076&vslCallId=ASHL&searchType=SNNO&page=1&start=0&limit=25 HTTP/1.1" 200 3862
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:30:39 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/cargomanualctl/cargoManualCtlImportList?_dc=1739867439954&vslCallId=ASHL&blNo=&masterBL=&cgNo=&lorryNo=&userRefNo=&listType=JOBVA&searchType=DISCHARGING&imtNo=&page=1&start=0&limit=100 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:30:40 +0700] "GET /MOST_MMC_VMT_Web/rest/v1/cargomanualctl/cargoManualCtlImportList?_dc=1739867439954&vslCallId=ASHL&blNo=&masterBL=&cgNo=&lorryNo=&userRefNo=&listType=JOBVA&searchType=DISCHARGING&imtNo=&page=1&start=0&limit=100 HTTP/1.1" 200 96453
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:30:53 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/document?_dc=1739867453985&vslCallId=ASHL&searchType=MBLNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [18/Feb/2025:15:30:53 +0700] "OPTIONS /MOST_MMC_VMT_Web/rest/v1/combobox/document?_dc=1739867453989&vslCallId=ASHL&searchType=BLNO&page=1&start=0&limit=25 HTTP/1.1" 200 -
